ASM36302	엔크랩 월정액 가입 해지시 안내문자 미수신 사유 문의
ASM36933	KT멤버십 앱 로그인 불가 오류 앱 로그인 불가 오류 앱에 고객의 로그인시 이용중인 유무선 상품 있어야 서비스 이용이 가능합니다 라는 문구가 팝업되며 로그인 불가합니다 고객센터 테스트 단말에 고객 로그인 시에도 동일 오류문구 팝업됨 첨부파일 참고 데이터 보정이 필요한 건으로 요청 드림
ASM30034	계약만기일 오류 서비스번호 고객명 김재환 인터넷 계약약정 만기일 되어있습니다 확인후 수정 부탁드립니다 확인사항 신규개통 정지 년 가량 정지 상품변경 및 전출입에 의한 정지 상품변경 및 전출입 년 정지 국외설변 전출 국외설변 전입 상품변경 현재 실사용기간 정지기간 약정만료일이 확인됩니다
ASM14351	조직개편 후 문서 담당 권한 부여 관련 문의 조직개편 후 문서 담당 권한 부여 관련 문의 윤영배 본부 문서담당자인 윤영배 차장님께서 본부 밑에 계신 조직개편으로 변경된 지사 문서 담당자들의 권한 부여를 진행하는 방법에 대한 문의를 주셨습니다 확인 부탁 드립니다
ASM39321	고객센터 어플 내 타인정보가 확인되어 문의드립니다 안녕하세요 현재 가입된 회선은 모바일 고객센터 어플 조회 변경 가입정보에 사용하시 않는 일반전화회선이 조회된다며 문의주셨습니다 어떤회선인지 어떤사유로 보여지는지 확인부탁드립니다
ASM35788	업무협조 SMDA 발신사업자 확인요청 안녕하십니까 스팸대응팀 이현용 과장 입니다 바쁘신 업무에 항상 수고 많으십니다 조회되는 사업자 명 확인이 필요하여 메일 문의 드립니다 발신번호 변작 여부 확인이 필요한 긴급건이다보니 가급적 빠른 회신 부탁드립니다 각각의 관리번호에 해당하는 발신통신사 기재하여 회신 부탁드립니다 감사합니다
ASM30014	무선 네트워크 연결이 안되는 문의 무선 네트워크 연결이 안되는 문의 채유신 무선 신청 진행 후 셋팅시 충돌이 난다는 메시지 발생 무선 네트워크 연결이 안되는 상태 무선 프로필 재설정 완료 무선 충돌로 인해 부서와 통화 확인 및 답변이 실제로 충돌이 나는지에 대한 확인이 필요하고 접수진행을 하시라고 안내 받으셨다고 했습니다
ASM30014	무선랜 접속안됨 무선랜 접속안됨 우면동사옥 무선 프로파일 재설정해도 증상 동일 합니다 확인 요청 드립니다
ASM38410	KOS 청구번호 10660340600 환급접수에서 다른 식별번호로 자동 셋팅되는 사유 문의 시스템 데이터 청구번호 확인사항 및 오류메세지 환급접수메뉴에서 일괄이체 국민은행 이문주 선택하면 식별번호가 자동세팅됩니다 해당 가입자는의 식별번호는 전혀 다른 식별번호로 셋팅되는 사유에 대해 문의주셨습니다 요청사항 식별번호 변경권한 이 있어 식별번호 변경된다고 안내해드렸으나 다른 식별번호로 셋팅되는 사유를 확인요청하셨습니다 화면첨부했습니다
ASM24510	KT TELECOP 관리자 페이지 신문고 담당자 및 SMS수신번호 변경 요청 안녕하세요 윤리경영실 정주석 입니다 홈페이지 관리자 페이지의 사이버 신문고 담당자가 변경 되어 아래와 같이 요청을 드립니다 정주석 감사합니다 수고하세요
ASM24870	재문의 미납정지되어 문의 차문의 신수현 해당고객은 미납금액 정지 미납고객이였는데 정지가 된 사유 확인요청합니다 차문의 데이터 신수현 확인사항 및 오류메세지 미납정지기준 이용요금 미납시 단 이상의 경우 서비스 이용정지 미납금액 정지 미납금액 정지 해당고객은 미납 원 미납금액 당월요금 미납금액 당월요금 미납금액 당월요금 이용정지가 된 상태임 해당고객은 미납금액 정지 미납고객이였는데 정지가 된 사유 확인요청합니다 무선 운영부서 답변 수미납 신수현 이용정지 및 직권해지 요청일자는 로부터 연동 받아 오더로 요청하여 실제 오더팀에서 직권해지 처리합니다 위 번호는 로부터 연동받아 오더로 이용정지 요청하였습니다 에 처리한 것으로 확인 됨니다 미납정지 기준으로 로 한 이유는 로 문의 바람니다
ASM30014	부서이동하여 IP를 변경후 네트웍 연결이 안됨 분당사옥 무선 무선으로 변경하는 상태
ASM24659	초초초 긴급 공사완료 등록 오류 안녕하십니까 수원지사 이호성입니다 공사완료 등록시 물품 오류로 처리불가 보정처리 부탁드립니다 국민건강보험공단 경인지역본부 지사에서 물품출고 한건이며 시리얼 등록하는 물품은 처리되었는디 시리얼 미등록 물품은 터치하는 부품이 생성되지 않아 물품확인 처리가 되지않습니다 확인하고 금일 개시건이라 처리부탁드리겠습니다 감사합니다
ASM30506	KOS 김현우 사번 10051023 갑자기 권한이 회수가 되어 문의 시스템 데이터 확인사항 및 오류메세지 준공취소를 할 수 있었는데 연말에 권한이 회수가 되었는지 취소처리를 하려고 하면 권한이 없다고 팝업되어 처리 불가로 문의 전용회선을 제외한 나머지 상품들은 처리 불가로 문의 해당 매니지드를 준공취소를 하시려는건 아니고 상담사에게 확인 해주기 위해서 테스트로 진행해 본 부분으로 준공취소시 준공취소하실 권한이 없습니다 문의하세요 팝업됩니다 사무지원 시험운용기간 예약관리 메뉴에서 서비스번호를 조회하여 등록할 수 있는 권한도 없어져서 문의 하십니다 연말에 어떤 정책으로 인해 권한이 회수되었는지 문의 회수가 되었던 권한을 다시 신청하려면 어떤 경로로 신청을 해야하는지 없어진 권한명 확인 요청하십니다 화면첨부 참고 문의자뿐 아니라 부서내 다른분들 또한 권한이 회수되어 처리불가하다고 하십니다 문의자 연락처 답변
ASM34826	KOS 일반전화 포스넷가입할려고하니 시스템 데이터 일반전화 확인사항 및 오류메세지 통합가입 인터넷 포스넷가입할려고하니 요금제에서 포스넷이 보이지않아문의 상담사자리에서는 요금제에 확인됩니다 대리점에는 권한이 없는지 확인부탁드립니다 요청사항 문의자 답변
ASM31687	긴급 인터넷 오더생성완료이후 후속공정없음 업무경로 주문정보조회 데이터 서광주 인터넷 확인사항 오더생성완료이후 후속공정없으며 현장 나가야하는 오더라 합니다 확인 및 조치 부탁 드립니다
ASM24670	부가세 금액 수정 요청 안녕하십니까 호남경영지원팀 주옥진입니다 북촌별장 상기 고객은 매년 연납하는 고객으로 지사에서 업무처리누락으로 월청구가 되었습니다 연납금액을 신용카드 완납하신 상태이고 청구순번 추가월정료 소급등록하여 전체 공급가 금액은 맞지만 부가세 금액이 달라 보정요청 드립니다 청구순번 부가세 수정해주시면 감사하겠습니다 새해 복 많이 받으십시요 감사합니다
ASM38410	신용카드리더기 안됨 문의 데이터 카드정보 신한카드 확인사항 및 오류메세지 선납금수납 카드정보읽기 서명후 확인후 저장시 응답코드가 없습니다 팝업되어 문의 발생메시지 응답코드가 없습니다
ASM31686	AA BA 장치연동 완료후 RC LOG 확인시 AA명령이 다시 연동되어 전화 끊어짐 경로 서비스수행 주문정보조회 데이터 부산강서 일반전화 확인사항 완료 되었고 완료되어 개통 되었었는데 돌았던 이력이 있다고 합니다 전화가 끊어져 민원이 발생되었다고 원인 확인 요청 하십니다
ASM24511	EP 부서수신함 오류로 인한 초기화 요청 인사 발령후 전자결재함에 부서수신함 수신되어 있습니다 초기화 부탁드립니다
ASM38968	지니팩 바꿔쓰기 설정시 오류 지니팩 바꿔쓰기 설정버튼 누를 경우 이미 구매했다고 팝업 확인됩니다 실제 신청은 안되어 있습니다 확인 부탁드립니다
ASM35749	문자 발송하였으나 상대방 수신불가 이력 확인 부탁드립니다 오후 다수의 번호로 문자 발송 중이라고 하심 건 발송 일부 상대방 수신 못 받았다고 하시어 확인 요청 우선 확인 가능한 번호에 대하여 정상 발송 여부 확인 요청 문자 발신 이력 및 실패 사유 확인 부탁드립니다 이력 없음
ASM24666	긴급요청 신규설치공사건 준공취소 불가관련 확인요청 안녕하십니까 수성지사 강우정입니다 저희지사 신규설치공사건 피에스키친 준공완료 서비스구성 변경으로인해 공사취소 및 청약취소가 이루어 져야하는 상황에서 가 준공처리가 이루어지는바람에 취소가 불가능하여 확인요청드립니다 신규건이라 긴급하게 요청드리는 점 죄송합니다 확인부탁드립니다 감사합니다
ASM38928	KOS 인터넷 고객 18 11 28 명의변경당시 디멘드조회했을때 위약금 확인되 시스템 데이터 인터넷 확인사항 및 요청사항 명의변경당시 디멘드조회했을때 위약금 확인되지않았는데 요금청구되어문의 명의변경당시 디멘드조회했을때 위약금 확인되지않았던 부분이라고 합니다 명의변경당시 디멘드 위약금 확인이 되었던 부분이었는지 확인요청합니다 확인부탁드립니다
ASM39013	청구 납부 정보관리에서 발송형태 변경 후 이동전화선택시 무반응 문의 경로 데이터 이일주 조직코드 조직명 케이티엠모바일 허인달 청구 납부 정보관리에서 발송형태 변경 후 이동전화선택 클릭시 무반응 다른 자리에서도 동일 현상 발생 단말기 조회 공란 오류 메세지 및 확인 요청 사항 청구 납부 정보관리에서 발송형태 변경 후 이동전화선택시 무반응 문의
ASM14431	1 3 단자함일괄등록시 사용중인 심선정보가 존재한다는 메세지 뜸 파일첨부 업무경로 단자함일괄등록 데이터 호 충청북도 청주시 청원구 오동동 오류메세지 사용중인 심선정보가 존재합니다 확인사항 위 오류 메세지 뜨며 은 국번 전번 없으며 사용가능 비작업중으로 확인됩니다 확인 및 조치 부탁 드립니다
ASM30157	DRM 로그인 안됨 문의 로그인사번 확인에 확인 및 조치 부탁드립니다
ASM34818	KOS 고객등록하고 식별번호 조회하면 상담잠재 고객으로 확인되어문의 시스템 데이터 확인사항 및 요청사항 고객등록하고 식별번호 조회하면 상담잠재 고객으로 확인되어문의 여 정지은 당일 고객등록한 부분이라고 합니다 확인부탁드립니다 화면첨부
ASM30034	KOS 인터넷 오피스IP 고정IP팩 이용료 문의 시스템 유선 데이터 인터넷 청구번호 인터넷 청구번호 인터넷 청구번호 인터넷 청구번호 인터넷 청구번호 인터넷 청구번호 확인사항 및 오류메세지 위 인터넷 팩 부가서비스 신청완료 되었고 재약정 신청됨 청구분까지는 팩 할인이 원 할인에 차월조정으로 천원 추가할인 적용으로 총 원 할인 적용되어 팩 이용료가 청구가 됐고 청구분은 팩 할인에서 통으로 원이 할인 적용되었으나 인터넷 년 후 청구분에 팩 할인으로 원만 할인 적용되었습니다 요청사항 위 인터넷 모두 청구분에만 팩 할인으로 원만 할인 적용된 사유 확인 요청하십니다
ASM38993	긴급 KOS 인터넷 MS0689 사업자 5 홈결합회선추가건 부적격되어 다시 서식지첨부해야하는데 시스템 데이터 인터넷 확인사항 및 요청사항 사업자 홈결합회선추가건 부적격되어 다시 서식지첨부해야하는데 재요청비활성화되어문의 결합회선추가 부적격되어 다시 서식지등록요청해야하는데 안심센터검증현황조회에서 재요청버튼 비활성화되어 문의합니다 확인부탁드립니다 화면첨부
ASM24659	강북본부 서부지사 물류입고 오류 안녕하십니까 강북본부 서부지사 남기민 입니다 춘풍슈가홍대점 큐브프리미엄 물품 입고처리가 되지 않은 상태에서 준공으로 넘어가 입고 처리 없이 준공이 된시설입니다 개시시에 물류가 입고되지 않아 개시가 불가능합니다 확인 후 처리 부탁드립니다
ASM38968	가입제한종료되었으나 개통시 가입제한고객으로 조회되어 KAIT 스패머 해제요청 선 검토내역 경로 데이터 강세훈 스팸대응팀 강수진 가입제한시작일 가입제한종료일 오류메세지 및 확인요청사항 가입제한종료되었으나 개통시 가입제한고객으로 조회되어 스패머 해제요청 가입제한 고객관리 메뉴 확인시 가입제한 종료되었으나 개통 신용조회시 스패머로 조회된다고 하십니다 기접수건 답변확인시 이전에 로 스패머 해지처리해주신이력 확인됩니다 해지처리 진행 부탁드립니다
ASM31686	재가입 인터넷 에러 삭제요청 재가입 인터넷 에러 재가입 인터넷 에러 삭제요청 구미국사 문준호 재가입 신규 오더 명령 해지 오더 입력전 개통전 해제 판매자 개통전 해제 되었지만 해지 오더 넣기전에 개통전 해제된상태라 에러 내용 처리가 안되고 있음 제한적 재가입 연관 해지오더의 없습니다 제한적재가입 연관 해지오더의 처리 시 재처리됩니다 재가입오더 삭제 요청합니다 이렇게 문의하니 해당 부분은 보정받아야 하는 부분으로 문의부탁드립니다 이런 답변이 왔는데요 재가입건으로 해제 완료건은 어디로 문의를 드려야 하는지요
ASM38938	문자 PDF명세서 비밀번호 오류 고객님께서 스마트명세서를 확인하지않아 문자로 명세서를 받으셨다고하셨고 다운받아 비밀번호로 주민번호 입력하시면 확인되지않는다고하십니다 스마트명세서 어플 접속해서 주민번호 입력하면 확인되는데 문자 확인하면 비밀번호 오류인 이유 확인부탁드립니다
ASM39321	사이트 요금제 변경 후 정상 적용 여부 확인요청 설영훈 해당 고객 사이트상에서 요금제 변경 후 정상 적용 여부 확인 부탁드립니다 사이트에서 순선택형 음성 변경했으며 데이터 충전 서비스로 데이터를 충전한 상태였습니다 해당 경우 데이터 충전 지존 내용 확인시 데이터 충전 잔여량은 반영이 지연되어 낮 내 일괄 반영이 되기에 데이터 접속이 불가한게 맞으나 해당 고객님은 사이트에서 변경 후 즉시 데이터 접속이 가능하여 문의 드립니다 이미 타 부서로 오류 여부 질의 드렸으나 사이트에서 요금제 변경이 이루어진 고객의 경우 사이트상 변경시 일반적인 요금제 제약사항이 정상 적용되었는지 확인 필요하다는 답변 받고 재질의 드리는 사항이오니 정확한 답변 부탁드립니다
ASM30031	KOS 인터넷전화 외 명변 사전체크 시 발신번호지정 선처리 나와 문의 시스템 유선 데이터 서울특별시중부공원녹지사업소 처리자사번 처리시간 확인사항 및 오류메세지 가입된 발신지정번호 부가서비스 폐지 처리했으나 위 인터넷전화 명의변경하려고 사전체크 시 발신번호지정 연계 선처리 나와 문의주셨습니다 위 인터넷전화 명변 진행될 수 있도록 조치 요청드립니다 첨부
ASM38948	개통 적격건 서식지 보이지 않음 문의
ASM39013	KOS 법인 고객으로 일반전화 신규가입 시 해당 청구번호 10260073671 쪽으로 청구처통합 시 메시지 발생 시스템 유선 데이터 더원엠앤씨주식회사 처리자사번 처리시간 처리자명 안병례 확인사항 및 오류메세지 법인 고객으로 일반전화 신규가입 시 해당 쪽으로 청구처통합 시 법인관청 등 사업자계약인 경우에는 명의고객과 청구고객이 동일해야 합니다 청구번호를 확인하세요 메시지 팝업되어 문의주셨습니다 등록되어있고 일반전화 신규가입할 법인 고객정보와 동일합니다 요청사항 해당건은 타명의 부여 받으신 후 처리하시라고 안내드렸으나 신규가입할 법인 고객정보와 청구처통합할 청구번호의 청구고객정보가 동일한데 어떤 기준으로 타명의로 보고 있는건지 그 기준에 대해 확인 요청하십니다 첨부
ASM38849	월간영업내역 렌탈판매내역 문의
ASM34824	KOS TV 재약정을 했는데 KOS 360뷰 상세정보의 계약기간 없음으로 확인되어 문의 시스템 데이터 확인사항 및 오류메세지 재약정을 했는데 상세정보의 계약기간 없음으로 확인되어 문의 상세조회에서는 계약기간 년으로 확인됩니다 확인 부탁드립니다 화면첨부 문의자 연락처 답변
ASM18827	ZREER1050 에서 BPM전송 누르면 에러발생합니다 클래스 예외
ASM24666	관제개통취소 오류보정요청입니다 안녕하세요 구미지사 김홍식입니다 서비스번호 키라키라 해당시설 관제개통 취소요청이 완료되었는데 영업전산 공사완료에서 관제개통일자가 남아있어 공사취소가 안됩니다 보정요청합니다
ASM30065	NETIS 경영자원 기동장비관리 차량총괄현황에 데이터 보이지않음 파일첨부 업무경로 데이터 권태형 확인사항 대구고객본부 서대구지사 중대구지점으로 변경후 부터 데이터가 조회가 되지 않는 원인을 문의 주십니다 확인 및 조치 부탁 드립니다
ASM34824	고객조회후 고객명 하단 본인확인 운전면허인증시 페이지 접속불가하여 문의 경로 본인확인 데이터 안정현 에이씨앤코리아 박순기 오류메세지 및 확인요청사항 고객조회후 고객명 하단 본인확인 운전면허인증시 페이지 접속불가하여 문의 발생메시지 이 페이지를 표시할 수 없습니다 고객 조회 후 고객명 하단 본인확인 클릭하여 운전면허 인증시 페이지 팝업되나 이 페이지를 표시할 수 없습니다 메시지 발생되며 업무처리 불가합니다 해당 고객뿐만 아니라 다른 고객 모두 동일합니다 이전 정확한 날짜 확인불가 에는 해당 사이트 접속 가능했으나 현재는 접속 불가하며 현재 사용중인 해당 사이트 방화벽 차단되어 접속 불가한 부분인지 사유 확인 및 조치 가능하다면 조치 부탁 드립니다
ASM24511	가용예산조회 권한요청 안녕하세요 강원경영지원팀 김진호입니다 이번 강원본부 인사이동에 따른 업무변경으로 아래와 같이 권한을 요청합니다 강원본부 예산관리 오늘 하루도 수고하세요
ASM14352	그룹메일의 받은편지함에 메일이 없음 부서이동을 하고 을 로그인 했는데 받은편지함에 기존메일이 없고 오늘 수신된 메일만 보입니다 문의자는 메일을 삭제한적이 없다고 합니다
ASM30037	OTM요금 청구되었습니다 명의변경이 되었는데 이 이때 명의변경이 되어 다라온것인지 확인요청합니다 그리고 부과되지 않던 왜 부과가 되었는지 확인요청합니다 문의 유형 단순문의 단순안내 설치 사용법 처리 프로세스 문의 요금 문의 시스템 오류 으로 요청해 주시기 바랍니다
ASM14437	긴급 2 2 전용회선 임시접수대기목록에 조회되는 원인문의 경로 데이터 확인사항 센터강제완료후 변경명령 발행하였으나 임시접수대기목록에 조회됩니다 이건외에 센터강제완료한 명령들이 전부 임시접수대기목록에 조회되고 있습니다 원인 확인부탁드립니다
ASM31948	임대단말 소스마킹에서 엑셀업로드후 선택이 안됩니다 임대단말 소스마킹에서 엑셀업로드후 선택이 안됩니다 암호화해제 및 바코드번호도 대문자로 되어 있으며 다른분 진행이 되는데 문의자분 진행이 안되어 문의를 주셨습니다
ASM24670	40246163 청구세부내역 데이터 요청 청구세부내역 데이터 요청 요금청구정보 대한 세부내역 요청드립니다 에서 엑셀 뽑을시 양이 많아서 끊겨서 나옴
ASM30031	계약변경에서 단말교체 후 저장버튼 누를시 팝업 생성되어 문의 확인사항 및 오류메세지 계약변경에서 단말교체 후 저장버튼 누를시 팝업 생성되어 문의 계약변경 단말 구성품에서 단말 변경 단말 타입 후 저장버튼 누를시 링고내선대역이 내선대역으로 등록되어있지않습니다 링고 내선대역을 수정하시거나 내선대역을 추가하세요 팝업 생성됩니다 화면첨부 할려 했으나 원격오류로 하지 못하여 팝업 내용 기재합니다 계약변경 내선등록 확인 시에는 갯수 등록되어 있는걸로 확인됩니다 해당건 처리 방법 확인 부탁 드립니다 처리자사번 처리시간
ASM38849	별포인트 사용 문의
ASM30040	02688835 2537 이용정지 자동부활문의 이용정지 처리하였고 준공은 처리하지 않았습니다 고객은 체납 해소한 상태이구요 정기배포 내용에 의하면 자동 부활처리가 되는걸로 아는데 제가 준공을 안줘서 자동부활이 안된건가요
ASM34818	지번 정정후 KOS메인화면에서 정정이 안됩니다 선 확인 상세조회 원부에서는 도로명주소가 정상적으로 나오는데 확인됩니다 확인 부탁드립니다 서미정 설치주소가 도로명 전남 완도군 신지면 완도로 입니다 지번정정해서 지번정정전산에서는 정확히 확인되나 화면에서는 예전 계속 확인중입니다 전산 정정 부탁드립니다
ASM34818	고객세부유형 보정 요청 선 검토내역 경로 데이터 미국 확인사항 및 오류메세지 외국인 할부개통 가입 사전체크 시 아래 오류 발생되어 진행 불가 발생메세지 계약자주민등록번호 오류 최초 보증보험사 확인했으나 받은 정보가 내국인이라 해당 오류 발생한다고 함 법정대리인 정보가 내국으로 생성이력이 있는지 확인 부탁드리며 이력이 있을 경우 업무처리 가능하도록 고객세부유형 로 보정 부탁드리겠습니다
ASM36004	SECUREMAIL에서 규칙을 설정한 메일은 알람이 안뜨는 문의 규칙을 설정한 메일은 알람이 안뜨는 문의 이창수 규칙을 설정한 메일은 알람이 안뜨는 문의로 따른 설정이 필요하신지에 대한 문의를 주셨습니다 확인 부탁 드립니다 감사합니다
ASM14431	1 3 ANTM연결대사 조회안됨 경로 데이터 전북전체 확인사항 전북에 있는 국사들 전체다 조회를 해봐도 조회내역이 없다는 메세지뜹니다 확인부탁드립니다
ASM30014	무선 네트워크 연결이 안되는 문의 무선 네트워크 연결이 안되는 문의 이상의 광진지사 무선 프로필 재설정 완료
ASM31688	개통한적 없으나 개통되었다는 문자가 수신되어 있음 경로 서비스지원 자원설정관리 데이터 용소영 발생메세지 기업 인터넷전화 설치가 완료 되었습니다 확인사항 개통한적 없으나 개통되었다는 문자가 수신되어 있습니다 확인 및 조치 부탁드립니다
ASM24659	주 아우라 카메라 한대 추가로 인해 철거 및 추가 카메라 추가 설치한 고객입니다 주 아우라 공사 완료등록에서 물품입고 설치대상 자재 및 철거대상 자재가 아닌것들이 생성되어 있습니다 확인 조치 부탁드립니다
ASM38948	연결서비스 가입 중 입력하신 번호는 발생되어 문의 선 검토내역 경로 데이터 송미정 백수옥 확인사항 및 오류메세지 개통후 개통철회하였으며 복구하지 않음 신규개통 후 해당 번호로 연결서비스 신청하려고 하나 하기 메세지 발생함 전화번호상태 확인시 타사이동 상태로 확인되며 최종사용고객명은 해당 고객 일치함 번호이동 전문 확인시 번호 이동 철회 요청이후 철회 응답 확인되지 않으며 철회 후 재개통 응답은 성공으로 확인됨 발생메세지 입력하신 번호는 번호연결안내서비스를 신청할수 없는 상태입니다 확인하세요
ASM38958	심플적립금으로 인해 선납금이 잡혀 문의 데이터 백승완 비디오 원 확인사항 및 오류메세지 우수기변하려고 하나 심플적립금이 들어가다보니 할부금액이 십원단위로 떨어지게 됩니다 할부분납금은 기재를 할수밖에없다보니 대리점 선납금으로 보여져 심플적립금은 자동으로 셋팅되는 금액이라 금액수정이나 사용하지 않도록 설정을할수없으니 대리점선납금을 잡지 않은상태로 개통할수있는 방법이 있는지 확인부탁드립니다
ASM30034	KOS 인터넷 청구번호 10688167650 GWH 임대 요금이 결합 할인 및 약정기간 할인을 적용받지 데이터 인터넷 청구번호 확인사항 및 임대 요금이 결합 할인 및 약정기간 할인을 적용받지 못해서 문의 요청사항 기가와이파이홈 장비 약정으로 신청 했는데 현재 할인된 금액으로 청구 되고 있으며 약정기간에 따른 할인 및 유무선 결합에 따른 할인 혜택이 적용되지 않고 있습니다 약정으로 신청시 할인 받은 금액인 청구 되어야 하며 메가 인터넷과 기가지니 셋탑 사용 및 모바일 결합이 등록되어 있으므로 임대료 청구되어야 하는데 할인된 금액인 청구되고 있으모로 정상적인 할인 적용 받을수 있도록 확인 요청 원하십니다 참고 화면은 화면 공유가 정상적으로 이루어 지지 않아서 첨부하지 못했습니다 문의자연락처
ASM38549	업무지원요청 ONLINE KT멤버십VOC로 데이터 보정 요청 드립니다 이정원 안녕하세요 맡고 있는 홍경철입니다 하기의 위하여 업무지원 요청드립니다 앱으로 로그인 시 알뜰폰 가입자로 로그인이 불가합니다 팝업되는 내용의 인입되었습니다 해당 고객은 개통 이후 다량의 개통하였습니다 개인고객으로 상품 및 포함 상품을 보유한 고객으로 시 정상호출되지만 페이지에 조회됩니다 확인 시 호출 시 제한이 되어 해당 발생한 것으로 확인되었습니다 현재 호출 시 조회되는 순서는 개인 실계약 등록일 최신순 등록일 최신순 개인사업자 실계약 등록일 최신순 등록일 최신순 법인의 순서로 조회는 것으로 확인되었습니다 해당 해소하기 위하여 처리방안 확인 부탁 드립니다 고객정보 이은철 호출시 획득한 및 시간 기제해 드립니다 사이 감사합니다
ASM30031	통화권변경 문의 사단법인 창조경제혁신센터협의회 서울 용산구 경기 연수구 로 통화권 변경시 전산 처리후 이후 전산 처리하려고 하니 처리값이 올바르지 않습니다 라고 팝업창 뜨고 번호 조회도 안되고 처리도 안되는데 오류 사유및 처리방법 확인요청드립니다 변경된번호 외 다른 전화 여러대는 이상없는데 해당 전화만 처리 불가합니다 해당 전화만 변경하면서 설치장소 변경이 됐는데 이와 관련이 있는지와 처리방법이나 복구방법 전산 보정 확인부탁드립니다
ASM30157	문서보안 로그인 정상인데 보안문서가 열리지 않음 문서보안 로그인 정상인데 보안문서가 열리지 않습니다 받은지 얼마안된 계정이라고 합니다
ASM39867	KOS 사업자등록번호 3121884892 소호와이파이 해지 버튼 누루면 개통희망일이 현재일보다 작습니다 시스템 데이터 사업자등록번호 확인사항 및 오류메세지 소호와이파이 존 해지 버튼 누루면 이 이 보다 작습니다 팝업되어 해지처리 불가하십니다 확인 부타드립니다 화면첨부 문의자 연락처 답변
ASM38410	수납처리시 접점 문의 선 검토내역 경로 데이터 모바일피플 모바일피플 대성점 박성일 오류메세지 및 확인요청사항 이용요금수납 할부금수납 고객청구수납 화면단 모두 수납 시 수납화면단의 접점이 모두 공란으로 보여집니다 수기로 접점을 선택해야만 수납이 완료되고있습니다 자동으로 접점이 셋팅되지 않는사유 확인부탁드립니다 고객정보과 관계없이 모든 고객이 동일함 문의 테이블 조회시 확인됩니다 테이블안에 접점 정보가 없어 세팅이 안되는것으로 확인됩니다 해당 접점정보 없는 부분은 문의 바랍니다 답변 해당 접점데이터 확인되나 통한 빌링데이터가 안보이는 상황으로 빌링팀에서 연동 확인해야할듯 합니다 양쪽 운영팀 최종 확인 답변 연동이필요한 부분으로 운영부서에서 확인이 필요한 부분으로 재문의 드립니다
